,Close
0,75.68499755859375
1,73.2300033569336
2,72.25749969482422
3,66.5425033569336
4,71.33499908447266
5,68.85749816894531
6,62.057498931884766
7,69.49250030517578
8,60.5525016784668
9,63.21500015258789
10,61.66749954223633
11,61.19499969482422
12,57.310001373291016
13,56.092498779296875
14,61.720001220703125
15,61.380001068115234
16,64.61000061035156
17,61.935001373291016
18,63.70249938964844
19,63.5724983215332
20,60.227500915527344
21,61.23249816894531
22,60.352500915527344
23,65.61750030517578
24,64.85749816894531
25,66.51750183105469
26,66.99749755859375
27,68.3125
28,71.76249694824219
29,71.10749816894531
30,71.67250061035156
31,70.69999694824219
32,69.23249816894531
33,67.09249877929688
34,69.0250015258789
35,68.75749969482422
36,70.74250030517578
37,70.7925033569336
38,69.6449966430664
39,71.93250274658203
40,73.44999694824219
41,72.26750183105469
42,73.29000091552734
43,74.38999938964844
44,75.15750122070312
45,75.93499755859375
46,77.53250122070312
47,78.75250244140625
48,77.85250091552734
49,76.9124984741211
50,77.38500213623047
51,76.92749786376953
52,78.73999786376953
53,78.28500366210938
54,79.80750274658203
55,79.2125015258789
56,79.72250366210938
57,79.18250274658203
58,79.52749633789062
59,79.5625
60,79.48500061035156
61,80.4625015258789
62,80.83499908447266
63,81.27999877929688
64,80.58000183105469
65,82.875
66,83.36499786376953
67,85.99749755859375
68,88.20999908447266
69,83.9749984741211
70,84.69999694824219
71,85.74749755859375
72,88.0199966430664
73,87.89749908447266
74,87.93250274658203
75,87.43000030517578
76,89.71749877929688
77,91.63249969482422
78,90.01499938964844
79,91.20999908447266
80,88.40750122070312
81,90.44499969482422
82,91.19999694824219
83,91.02749633789062
84,91.02749633789062
85,93.4625015258789
86,93.17250061035156
87,95.34249877929688
88,95.75250244140625
89,95.91999816894531
90,95.47750091552734
91,97.05750274658203
92,97.7249984741211
93,96.52249908447266
94,96.32749938964844
95,98.35749816894531
96,97.0
97,97.27249908447266
98,92.84500122070312
99,92.61499786376953
100,94.80999755859375
101,93.25250244140625
102,95.04000091552734
103,96.19000244140625
104,106.26000213623047
105,108.9375
106,109.66500091552734
107,110.0625
108,113.90249633789062
109,111.11250305175781
110,112.72750091552734
111,109.375
112,113.01000213623047
113,115.01000213623047
114,114.90750122070312
115,114.60749816894531
116,115.5625
117,115.7074966430664
118,118.2750015258789
119,124.37000274658203
120,125.85749816894531
121,124.82499694824219
122,126.52249908447266
123,125.01000213623047
124,124.80750274658203
125,129.0399932861328
126,134.17999267578125
127,131.39999389648438
128,120.87999725341797
129,120.95999908447266
130,112.81999969482422
131,117.31999969482422
132,113.48999786376953
133,112.0
134,115.36000061035156
135,115.54000091552734
136,112.12999725341797
137,110.33999633789062
138,106.83999633789062
139,110.08000183105469
140,111.80999755859375
141,107.12000274658203
142,108.22000122070312
143,112.27999877929688
144,114.95999908447266
145,114.08999633789062
146,115.80999755859375
147,116.79000091552734
148,113.0199966430664
149,116.5
150,113.16000366210938
151,115.08000183105469
152,114.97000122070312
153,116.97000122070312
154,124.4000015258789
155,121.0999984741211
156,121.19000244140625
157,120.70999908447266
158,119.0199966430664
159,115.9800033569336
160,117.51000213623047
161,116.87000274658203
162,115.75
163,115.04000091552734
164,115.05000305175781
165,116.5999984741211
166,111.19999694824219
167,115.31999969482422
168,108.86000061035156
169,108.7699966430664
170,110.44000244140625
171,114.94999694824219
172,119.02999877929688
173,118.69000244140625
174,116.31999969482422
175,115.97000122070312
176,119.48999786376953
177,119.20999908447266
178,119.26000213623047
179,120.30000305175781
180,119.38999938964844
181,118.02999877929688
182,118.63999938964844
183,117.33999633789062
184,113.8499984741211
185,115.16999816894531
186,116.02999877929688
187,116.58999633789062
188,119.05000305175781
189,122.72000122070312
190,123.08000183105469
191,122.94000244140625
192,122.25
193,123.75
194,124.37999725341797
195,121.77999877929688
196,123.23999786376953
197,122.41000366210938
198,121.77999877929688
199,127.87999725341797
200,127.80999755859375
201,128.6999969482422
202,126.66000366210938
203,128.22999572753906
204,131.8800048828125
205,130.9600067138672
206,131.97000122070312
207,136.69000244140625
208,134.8699951171875
209,133.72000122070312
210,132.69000244140625
211,129.41000366210938
212,131.00999450683594
213,126.5999984741211
214,130.9199981689453
215,132.0500030517578
216,128.97999572753906
217,128.8000030517578
218,130.88999938964844
219,128.91000366210938
220,127.13999938964844
221,127.83000183105469
222,132.02999877929688
223,136.8699951171875
224,139.07000732421875
225,142.9199981689453
226,143.16000366210938
227,142.05999755859375
228,137.08999633789062
229,131.9600067138672
230,134.13999938964844
231,134.99000549316406
232,133.94000244140625
233,137.38999938964844
234,136.75999450683594
235,136.91000366210938
236,136.00999450683594
237,135.38999938964844
238,135.1300048828125
239,135.3699951171875
240,133.19000244140625
241,130.83999633789062
242,129.7100067138672
243,129.8699951171875
244,126.0
245,125.86000061035156
246,125.3499984741211
247,120.98999786376953
248,121.26000213623047
249,127.79000091552734
250,125.12000274658203
251,122.05999755859375
252,120.12999725341797
253,121.41999816894531
254,116.36000061035156
255,121.08999633789062
256,119.9800033569336
257,121.95999908447266
258,121.02999877929688
259,123.98999786376953
260,125.56999969482422
261,124.76000213623047
262,120.52999877929688
263,119.98999786376953
264,123.38999938964844
265,122.54000091552734
266,120.08999633789062
267,120.58999633789062
268,121.20999908447266
269,121.38999938964844
270,119.9000015258789
271,122.1500015258789
272,123.0
273,125.9000015258789
274,126.20999908447266
275,127.9000015258789
276,130.36000061035156
277,133.0
278,131.24000549316406
279,134.42999267578125
280,132.02999877929688
281,134.5
282,134.16000366210938
283,134.83999633789062
284,133.11000061035156
285,133.5
286,131.94000244140625
287,134.32000732421875
288,134.72000122070312
289,134.38999938964844
290,133.5800018310547
291,133.47999572753906
292,131.4600067138672
293,132.5399932861328
294,127.8499984741211
295,128.10000610351562
296,129.74000549316406
297,130.2100067138672
298,126.8499984741211
299,125.91000366210938
300,122.7699966430664
301,124.97000122070312
302,127.44999694824219
303,126.2699966430664
304,124.8499984741211
305,124.69000244140625
306,127.30999755859375
307,125.43000030517578
308,127.0999984741211
309,126.9000015258789
310,126.8499984741211
311,125.27999877929688
312,124.61000061035156
313,124.27999877929688
314,125.05999755859375
315,123.54000091552734
316,125.88999938964844
317,125.9000015258789
318,126.73999786376953
319,127.12999725341797
320,126.11000061035156
321,127.3499984741211
322,130.47999572753906
323,129.63999938964844
324,130.14999389648438
325,131.7899932861328
326,130.4600067138672
327,132.3000030517578
328,133.97999572753906
329,133.6999969482422
330,133.41000366210938
331,133.11000061035156
332,134.77999877929688
333,136.3300018310547
334,136.9600067138672
335,137.27000427246094
336,139.9600067138672
337,142.02000427246094
338,144.57000732421875
339,143.24000549316406
340,145.11000061035156
341,144.5
342,145.63999938964844
343,149.14999389648438
344,148.47999572753906
345,146.38999938964844
346,142.4499969482422
347,146.14999389648438
348,145.39999389648438
349,146.8000030517578
350,148.55999755859375
351,148.99000549316406
352,146.77000427246094
353,144.97999572753906
354,145.63999938964844
355,145.86000061035156
356,145.52000427246094
357,147.36000061035156
358,146.9499969482422
359,147.05999755859375
360,146.13999938964844
361,146.08999633789062
362,145.60000610351562
363,145.86000061035156
364,148.88999938964844
365,149.10000610351562
366,151.1199951171875
367,150.19000244140625
368,146.36000061035156
369,146.6999969482422
370,148.19000244140625
371,149.7100067138672
372,149.6199951171875
373,148.36000061035156
374,147.5399932861328
375,148.60000610351562
376,153.1199951171875
377,151.8300018310547
378,152.50999450683594
379,153.64999389648438
380,154.3000030517578
381,156.69000244140625
382,155.11000061035156
383,154.07000732421875
384,148.97000122070312
385,149.5500030517578
386,148.1199951171875
387,149.02999877929688
388,148.7899932861328
389,146.05999755859375
390,142.94000244140625
391,143.42999267578125
392,145.85000610351562
393,146.8300018310547
394,146.9199981689453
395,145.3699951171875
396,141.91000366210938
397,142.8300018310547
398,141.5
399,142.64999389648438
400,139.13999938964844
401,141.11000061035156
402,142.0
403,143.2899932861328
404,142.89999389648438
405,142.80999755859375
406,141.50999450683594
407,140.91000366210938
408,143.75999450683594
409,144.83999633789062
410,146.5500030517578
411,148.75999450683594
412,149.25999450683594
413,149.47999572753906
414,148.69000244140625
415,148.63999938964844
416,149.32000732421875
417,148.85000610351562
418,152.57000732421875
419,149.8000030517578
420,148.9600067138672
421,150.02000427246094
422,151.49000549316406
423,150.9600067138672
424,151.27999877929688
425,150.44000244140625
426,150.80999755859375
427,147.9199981689453
428,147.8699951171875
429,149.99000549316406
430,150.0
431,151.0
432,153.49000549316406
433,157.8699951171875
434,160.5500030517578
435,161.02000427246094
436,161.41000366210938
437,161.94000244140625
438,156.80999755859375
439,160.24000549316406
440,165.3000030517578
441,164.77000427246094
442,163.75999450683594
443,161.83999633789062
444,165.32000732421875
445,171.17999267578125
446,175.0800018310547
447,174.55999755859375
448,179.4499969482422
449,175.74000549316406
450,174.3300018310547
451,179.3000030517578
452,172.25999450683594
453,171.13999938964844
454,169.75
455,172.99000549316406
456,175.63999938964844
457,176.27999877929688
458,180.3300018310547
459,179.2899932861328
460,179.3800048828125
461,178.1999969482422
462,177.57000732421875
463,182.00999450683594
464,179.6999969482422
465,174.9199981689453
466,172.0
467,172.1699981689453
468,172.19000244140625
469,175.0800018310547
470,175.52999877929688
471,172.19000244140625
472,173.07000732421875
473,169.8000030517578
474,166.22999572753906
475,164.50999450683594
476,162.41000366210938
477,161.6199951171875
478,159.77999877929688
479,159.69000244140625
480,159.22000122070312
481,170.3300018310547
482,174.77999877929688
483,174.61000061035156
484,175.83999633789062
485,172.89999389648438
486,172.38999938964844
487,171.66000366210938
488,174.8300018310547
489,176.27999877929688
490,172.1199951171875
491,168.63999938964844
492,168.8800048828125
493,172.7899932861328
494,172.5500030517578
495,168.8800048828125
496,167.3000030517578
497,164.32000732421875
498,160.07000732421875
499,162.74000549316406
500,164.85000610351562
501,165.1199951171875
502,163.1999969482422
503,166.55999755859375
504,166.22999572753906
505,163.1699981689453
506,159.3000030517578
507,157.44000244140625
508,162.9499969482422
509,158.52000427246094
510,154.72999572753906
511,150.6199951171875
512,155.08999633789062
513,159.58999633789062
514,160.6199951171875
515,163.97999572753906
516,165.3800048828125
517,168.82000732421875
518,170.2100067138672
519,174.07000732421875
520,174.72000122070312
521,175.60000610351562
522,178.9600067138672
523,177.77000427246094
524,174.61000061035156
525,174.30999755859375
526,178.44000244140625
527,175.05999755859375
528,171.8300018310547
529,172.13999938964844
530,170.08999633789062
531,165.75
532,167.66000366210938
533,170.39999389648438
534,165.2899932861328
535,165.07000732421875
536,167.39999389648438
537,167.22999572753906
538,166.4199981689453
539,161.7899932861328
540,162.8800048828125
541,156.8000030517578
542,156.57000732421875
543,163.63999938964844
544,157.64999389648438
545,157.9600067138672
546,159.47999572753906
547,166.02000427246094
548,156.77000427246094
549,157.27999877929688
550,152.05999755859375
551,154.50999450683594
552,146.5
553,142.55999755859375
554,147.11000061035156
555,145.5399932861328
556,149.24000549316406
557,140.82000732421875
558,137.35000610351562
559,137.58999633789062
560,143.11000061035156
561,140.36000061035156
562,140.52000427246094
563,143.77999877929688
564,149.63999938964844
565,148.83999633789062
566,148.7100067138672
567,151.2100067138672
568,145.3800048828125
569,146.13999938964844
570,148.7100067138672
571,147.9600067138672
572,142.63999938964844
573,137.1300048828125
574,131.8800048828125
575,132.75999450683594
576,135.42999267578125
577,130.05999755859375
578,131.55999755859375
579,135.8699951171875
580,135.35000610351562
581,138.27000427246094
582,141.66000366210938
583,141.66000366210938
584,137.44000244140625
585,139.22999572753906
586,136.72000122070312
587,138.92999267578125
588,141.55999755859375
589,142.9199981689453
590,146.35000610351562
591,147.0399932861328
592,144.8699951171875
593,145.86000061035156
594,145.49000549316406
595,148.47000122070312
596,150.1699981689453
597,147.07000732421875
598,151.0
599,153.0399932861328
600,155.35000610351562
601,154.08999633789062
602,152.9499969482422
603,151.60000610351562
604,156.7899932861328
605,157.35000610351562
606,162.50999450683594
607,161.50999450683594
608,160.00999450683594
609,166.1300048828125
610,165.80999755859375
611,165.35000610351562
612,164.8699951171875
613,164.9199981689453
614,169.24000549316406
615,168.49000549316406
616,172.10000610351562
617,173.19000244140625
618,173.02999877929688
619,174.5500030517578
620,174.14999389648438
621,171.52000427246094
622,167.57000732421875
623,167.22999572753906
624,167.52999877929688
625,170.02999877929688
626,163.6199951171875
627,161.3800048828125
628,158.91000366210938
629,157.22000122070312
630,157.9600067138672
631,155.80999755859375
632,154.52999877929688
633,155.9600067138672
634,154.4600067138672
635,157.3699951171875
636,163.42999267578125
637,153.83999633789062
638,155.30999755859375
639,152.3699951171875
640,150.6999969482422
641,154.47999572753906
642,156.89999389648438
643,153.72000122070312
644,152.74000549316406
645,150.42999267578125
646,150.77000427246094
647,151.75999450683594
648,149.83999633789062
649,142.47999572753906
650,138.1999969482422
651,142.4499969482422
652,146.10000610351562
653,146.39999389648438
654,145.42999267578125
655,140.08999633789062
656,140.4199981689453
657,138.97999572753906
658,138.33999633789062
659,142.99000549316406
660,138.3800048828125
661,142.41000366210938
662,143.75
663,143.86000061035156
664,143.38999938964844
665,147.27000427246094
666,149.4499969482422
667,152.33999633789062
668,149.35000610351562
669,144.8000030517578
670,155.74000549316406
671,153.33999633789062
672,150.64999389648438
673,145.02999877929688
674,138.8800048828125
675,138.3800048828125
676,138.9199981689453
677,139.5
678,134.8699951171875
679,146.8699951171875
680,149.6999969482422
681,148.27999877929688
682,150.0399932861328
683,148.7899932861328
684,150.72000122070312
685,151.2899932861328
686,148.00999450683594
687,150.17999267578125
688,151.07000732421875
689,148.11000061035156
690,144.22000122070312
691,141.1699981689453
692,148.02999877929688
